success,completion_time,min_obs_distance,min_agent_distance,collisions,control_cost,control_smoothness,input_saturation_ratio,max_angle_gap_deg,radius_variance,mean_radius,current_center_error,predicted_center_error,path_length,stall_steps,convoy_ratio,inside_any,inside_final,gmax_success,radius_success,sigma_success,no_collision,dwell_success,radius_error_final,success_geom_final,success_no_collision,gmax_reach_time,eta_min,sigma_omega,k_t,r0,lambda_curl,scene,method,seed
False,33.1,0.7271529831237606,0.20159264642457198,True,98.35057181488047,3259.3205640225724,0.036774909797391064,72.6226810652619,0.012944536270547924,0.2765771848129117,0.0021203096404300422,0.0021203096404300422,158.81465369983903,0,0.0,True,True,True,False,True,False,True,2.523422815187088,False,False,31.950000000000003,0.05,8.0,0.6,1.8,0.5,s4_narrow_passage,M7,0
False,32.75,0.7238200196602367,0.20241313432287353,True,109.2000652684852,4053.1152386380795,0.044268665001387736,72.53386221925703,0.012941502562081831,0.2765837613433985,0.002136168110740282,0.002136168110740282,168.77434340447434,0,0.0,True,True,True,False,True,False,True,2.5234162386566013,False,False,31.55,0.05,8.0,0.6,1.8,0.7,s4_narrow_passage,M7,0
False,29.650000000000002,0.7286871734162734,0.21618907257329392,True,90.22008992530185,2655.1066267778388,0.030807660283097418,72.65366429535348,0.013431215062763444,0.2809909959055101,0.001876422348119041,0.001876422348119041,148.09485688337048,0,0.0,True,True,True,False,True,False,True,2.5190090040944897,False,False,29.950000000000003,0.05,8.0,0.9,1.2,0.3,s4_narrow_passage,M7,0
False,29.1,0.7279076411161796,0.2189042571157499,True,97.91778705481501,3204.8933676326706,0.03816264224257563,72.48743994765242,0.013358418824843116,0.28119521369843564,0.002306422392640922,0.002306422392640922,156.90234746391428,0,0.0,True,True,True,False,True,False,True,2.518804786301564,False,False,29.650000000000002,0.05,8.0,0.9,1.2,0.5,s4_narrow_passage,M7,0
False,28.85,0.7229115780257229,0.21755359764443166,True,107.18535425274996,3871.1756401308658,0.04482375797946156,72.65646064595548,0.013433654020150761,0.28098680251013625,0.0018638506107526004,0.0018638506107526004,165.56290792199897,0,0.0,True,True,True,False,True,False,True,2.5190131974898637,False,False,29.400000000000002,0.05,8.0,0.9,1.2,0.7,s4_narrow_passage,M7,0
False,30.700000000000003,0.7287053341817924,0.22107420888920476,True,88.57979444895363,2559.799921141621,0.03025256730502359,72.53424113188206,0.013519560677575393,0.2838958779883996,0.0028475834728576973,0.0028475834728576973,145.57320826802817,0,0.0,True,True,True,False,True,False,True,2.5161041220116003,False,False,30.650000000000002,0.05,8.0,0.9,1.5,0.3,s4_narrow_passage,M7,0
False,30.25,0.7277797237942527,0.2188750867806296,True,97.17247833232973,3165.357807155976,0.03649736330835415,72.5231718659662,0.013518780469156161,0.283897961271054,0.002852177156225206,0.002852177156225206,155.90262539440863,0,0.0,True,True,True,False,True,False,True,2.516102038728946,False,False,30.1,0.05,8.0,0.9,1.5,0.5,s4_narrow_passage,M7,0
False,30.05,0.7231355863235105,0.2242468005379466,True,106.91947191184374,3868.842824834369,0.04357479877879545,72.52340478489651,0.01351996934428504,0.28389536176709934,0.002844438958802973,0.002844438958802973,164.96460068507545,0,0.0,True,True,True,False,True,False,True,2.5161046382329006,False,False,29.55,0.05,8.0,0.9,1.5,0.7,s4_narrow_passage,M7,0
False,32.15,0.7286789913261498,0.21588281052642724,True,87.22080695555832,2474.78031217614,0.030391340549542047,72.67478760559968,0.013828408456125998,0.2851788578507337,0.0020802714222250855,0.0020802714222250855,143.60269312603094,0,0.0,True,True,True,False,True,False,True,2.514821142149266,False,False,31.450000000000003,0.05,8.0,0.9,1.8,0.3,s4_narrow_passage,M7,0
False,31.450000000000003,0.7275881201239229,0.2161983918947469,True,96.33255921657086,3123.8563536792262,0.036774909797391064,72.66806042945683,0.013835358132768726,0.28515860402048515,0.0020323493941023065,0.0020323493941023065,154.7649481706819,0,0.0,True,True,True,False,True,False,True,2.5148413959795146,False,False,30.75,0.05,8.0,0.9,1.8,0.5,s4_narrow_passage,M7,0
